매점명,주소
구미금오파크점,경북 구미시 새마을로 150-1 (사곡동)
부천남부역점,경기 부천시 심곡본동 671-1 106호
김천율곡점,경상북도 김천시 율곡동 1111 율곡테크노벨리 125호
통영북신점,경상남도 통영시 북신동 660-9
녹번역점,"서울 은평구 은평로 220 (응암동, 녹번역e편한세상캐슬아파트), 상가A동 104호"
부천옥길지구점,"경기 부천시 양지로 205 (옥길동, 부천옥길 서영아너시티2), 110호"
영종하늘도시점,"인천 중구 중산동 1873-3, 116호"
목동역점,"서울 양천구 목동로 210 (목동, 타운빌딩)"
창원성주점,"경남 창원시 성산구 삼정자로51번길 3 (성주동, 삼정자빌딩),103호"
창원중앙역점,"경남 창원시 의창구 용동로83번안길 3 (사림동,화사랑병원) 105호"
울산강변공원점,울산 남구 돋질로257번길 21-1 (삼산동)
포항도구점,경북 포항시 남구 동해면 연오로7번길 1 (도구리)
성수아이에스점,"서울 성동구 성수이로 147 (성수동2가, 아이에스비즈타워)"
부천중앙공원점,"경기 부천시 소향로 181 (중동, 센트럴파크 푸르지오) 상가동 101호"
창원아티움시티점,"경남 창원시 의창구 팔용동 35-1, 아티움시티 156호"
창동점,서울 도봉구 창동 743-28
의정부고산점,"경기 의정부시 서광로 135 (산곡동), 센타프라자 111호"
창원중앙점,"경남 창원시 성산구 용지로 70 (중앙동, 성원오피스텔), 104호"
원주원예하나로클럽점,"강원 원주시 무실로 182 (단계동, 원주원예농협하나로클럽) 1층"
시흥신천점,"경기 시흥시 시흥대로 1121 (신천동, 신천휴먼시아 상가조합), 101호"
양주덕정점,"경기 양주시 회정로 134 (덕정동, 두리테크 덕정타운), 107호"
평택고덕점,경기 평택시 고덕면 고덕여염12길 130 (여염리)
구미남율점,"경북 칠곡군 석적읍 남율리 1087, 효성해링턴플레이스 1단지 상가동 102호"
용인역북점,경기 용인시 처인구 명지로 24 (역북동) 역북 THE럭스나인  B110호
청라커낼에비뉴점,"인천 서구 청라에메랄드로 79 (청라동), 1층 B18호"
정관방곡점,"부산 기장군 정관읍 방곡3로 2 (방곡리), 1층 103호"
제주용담점,제주특별자치도 제주시 용담로 39 (용담삼동)
미아사거리역점,"서울 강북구 도봉로 63 (미아동, 행복빌딩)"
포항자이점,"경북 포항시 남구 상도남로 15 (대잠동, 포항 자이), 자이아파트 상가 내"
서귀포서홍점,제주특별자치도 서귀포시 홍중로 43 (서홍동)
이천신하점,경기 이천시 부발읍 경충대로 2236 (신하리)
포항장성현대점,경북 포항시 북구 장량로139번길 32 (양덕동)
오류동역점,서울 구로구 경인로 208 (오류동) 1층 2호 더벤티 오류동역점
인천성모병원점,"인천 부평구 육동로 3 (부평동, 리첸시아)"
대구용계점,대구 동구 용계동 755-11
진해경화점,경남 창원시 진해구 경화동 1388 대동가숲 상가 1층 102호
고대점,서울 성북구 안암동5가 103-101
대신증권본사점,"서울 중구 삼일대로 343 (저동1가, 대신파이낸스센터(Daishin Finance Center)) B1"
사천점,경남 사천시 사천읍 읍내1길 49 (수석리)
충주호암점,"충북 충주시 호암토성3길 3 (호암동, 호암시그니처 603)"
인천향촌점,인천 남동구 만수서로 56 (만수동)
문산역점,경기 파주시 문산읍 문산리 17-345
시화로데오점,경기 시흥시 중심상가3길 11  103호
양천향교역점,서울 강서구 마곡동 776 대방티엠씨티 2차
양주옥정점,경기 양주시 옥정동 963-12 옥정시네마엠디프라자 116호
롯데마트오산점,"경기 오산시 경기대로 271 (오산동, 롯데마트오산점)"
군산수송점,전북 군산시 수송로 216 (수송동)
포천신읍점,경기 포천시 중앙로 124-1 (신읍동)
부천시청역점,"경기 부천시 길주로 177 (중동, 에스티마오피스텔) 에스티마오피스텔 104호"
의정부금오점,경기 의정부시 금오동 470-5
창원안민점,경남 창원시 성산구 안민동 163-1 101-2호
언양양우내안애점,울산 울주군 언양읍 내곡능골길 93-20 양우내안애더퍼스트상가 2동 107호
포항장성점,"경북 포항시 북구 침촌지구로 8 (장성동, 장성 푸르지오 근린생활시설)"
용인동백스퀘어점,경기 용인시 기흥구 동백죽전대로 331 (중동)  스퀘어일레븐 주건축물 제1동 지하2층 B206호(중동)
월미도점,"인천 중구 월미문화로 53 (북성동1가) 북성동 1가,98-438"
인천석남점,인천 서구 석남동 455-7
부천상동역점,"경기 부천시 상동로 84 (상동, 영플러스)"
옥계4공단지점,경북 구미시 옥계동 834-4
인천부개점,인천 부평구 부개동 496-19
평촌학원가점,경기 안양시 동안구 호계동 1058-7
엔터식스안양역점,"경기 안양시 만안구 만안로 232 (안양동, 안양역) 엔터식스안양역점 지하1층"
창원반지점,경남 창원시 의창구 중동중앙로 47 어반브릭스 1042호
포천송우점,경기 포천시 소흘읍 송우리 187
압구정점,"서울 강남구 압구정로 216 (신사동, 코끼리상가)"
순천연향점,전남 순천시 연향동 1336-6
용호성모점,부산 남구 용호동 542-20
구룡포점,경북 포항시 남구 구룡포읍 호미로 253-3 (구룡포리)
광명사거리역점,경기 광명시 광명동 158-780
롯데마트송파점,"서울 송파구 중대로 80 (문정동, 문정프라자) 지하2층"
포천일동점,경기 포천시 일동면 화동로 1048-2 (기산리)
진해장천점,경남 창원시 진해구 풍호동 305-17 221동 207-1호
주례역점,부산 사상구 주례동 1163-17
용인상현점,"경기 용인시 수지구 만현로 110 (상현동, 원희캐슬프라자) A동"
신평역점,부산 사하구 하신중앙로 184 (신평동)
독산점,서울 금천구 시흥대로122길 7 (독산동)  1층
잠실새내역점,"서울 송파구 석촌호수로 84 (잠실동, 내네빌딩)  1층 101호"
간석역점,인천 남동구 간석동 394-14
여수학동점,전남 여수시 쌍봉로 19-1 (학동)
여수여서점,전남 여수시 여서1로 93 (여서동)
거제수월점,경남 거제시 수양로 457 (수월동)
인천송도점,"인천 연수구 신송로125번길 7 (송도동, 이리옴프라자)"
중동역북부점,경기 부천시 부일로 340 (중동)
인천서창점,"인천 남동구 서창남순환로 222 (서창동, 센타프라자)  115호"
무거문수점,울산 남구 무거동 833-1
창원명서점,"경남 창원시 의창구 명지로 82-4 (명서동, 장원상가)  명서시장 인근"
대구용산점,대구 달서구 용산서로 14-8 (용산동)
해운대역점,부산 해운대구 구남로 8-2 (우동)
양주신산점,경기 양주시 남면 개나리11길 2 (신산리)
부천소새울역점,경기 부천시 소사로 102 (소사본동)
신당점,서울 중구 퇴계로86길 2 (신당동)
창원감계점,"경남 창원시 의창구 북면 동전로 63 (감계리), 102호"
울산화봉시장점,울산 북구 화봉로 59 (화봉동)  나동 118호
경주안강점,경북 경주시 안강읍 안강리 342-15
서면2호점,부산 부산진구 중앙대로702번길 21 (부전동)
김해아이스퀘어점,경남 김해시 부원동 1043 김해아이스퀘어몰 3층 K301
대구율하광장점,대구 동구 율하동 1421
서귀포동홍점,"제주특별자치도 서귀포시 동홍중앙로 70 (동홍동, 세븐일레븐)"
구미비산점,"경북 구미시 신비로 95 (공단동, 강변파라디아) 1층"
의정부민락점,경기 의정부시 오목로225번길 147 (민락동) 폴리프라자 2차
마곡나루역점,"서울 강서구 마곡중앙로 161-11 (마곡동, 힐스테이트에코마곡나루역라마다앙코르서울)  힐스테이트에코마곡나루 에이동 110호"
다산신도시점,경기 남양주시 다산중앙로146번길 12-16 (다산동) 파크뷰타워 103호
순천신대점,"전남 순천시 해룡면 좌야로 150 (신대리, 중흥에코시티7단지)  1층"
화성능동점,"경기 화성시 동탄지성로 135 (능동, 동탄엠플렉스)"
창원더샵센트럴파크점,경남 창원시 성산구 가음동 16 1층
울산송정점,"울산 북구 화산로 104 (송정동, 반도유보라 아이비파크)"
인하대점,인천 미추홀구 인하로77번길 25 (용현동)
울산다운점,울산 중구 구루미7길 46 (다운동)
부산연지점,"부산 부산진구 새싹로 177 (연지동, 세동한신아파트) 1층"
인천가정점,인천 서구 가정동 618-3
광명무역센터점,경기 광명시 일직로 72
부산만덕점,"부산 북구 덕천로276번길 60 (만덕동, 백양산동문굿모닝힐)"
포항인덕포스코점,경북 포항시 남구 인덕로 65 (인덕동)
롯데몰수지점,"경기 용인시 수지구 성복2로 38 (성복동, 성복역 롯데캐슬 골드타운) 지하 1층"
부산신항점,경남 창원시 진해구 용원동 1343-5 신항에비뉴타워 1층 106호
원주기업도시점,강원 원주시 지정면 가곡리 1348-4
인천모래내시장역점,인천 남동구 구월동 1264
강원양구점,강원 양구군 양구읍 중심로 192 (상리)
여수죽림점,전남 여수시 소라면 죽림중앙로 30-40 (죽림리)
경주현곡점,"경북 경주시 현곡면 용담로 548 (하구리, 경주센트럴푸르지오) 1동 1층"
김포구래점,경기 김포시 김포한강9로 95 (구래동)
대구월배점,대구 달서구 유천동 97
경남고성점,경남 고성군 고성읍 동외로 154 (동외리)
용호메트로시티점,"부산 남구 분포로 113 (용호동, 엘지메트로시티) 1층"
엄궁사거리점,"부산 사상구 낙동대로 790 (엄궁동, 신우프라자)"
서귀포신시가지점,제주특별자치도 서귀포시 김정문화로 67-1 (서호동) 1층
순천오천점,전남 순천시 오천6길 20 (오천동) 나동 1층
중앙대점,서울 동작구 흑석로 90 (흑석동)
진주평거들말점,경남 진주시 평거로 26 (평거동) 1층
창원대원점,"경남 창원시 의창구 창원천로 34 (대원동, 대원 꿈에그린) 1층"
광주운암점,"광주 북구 북문대로 79 (운암동, 벽산 블루밍1차아파트) 1층"
부산기장점,"부산 기장군 기장읍 차성로344번길 10 (동부리, 동경빌딩), 1층"
울산강동산하점,울산 북구 산하중앙2로 283 (산하동) 지하1층 B101호
인천길병원점,"인천 남동구 구월남로 174 (구월동, 그랜드프라자)"
수원영통중앙점,"경기 수원시 영통구 반달로7번길 16 (영통동, e-폴리스) 1층"
기흥더샵점,"경기 용인시 기흥구 기흥역로58번길 78 (구갈동, 기흥역 더샵), 1층 111호"
영덕보건소점,경북 영덕군 영덕읍 도매샛길 34-1 (덕곡리)
포항시외버스터미널점,경북 포항시 남구 중흥로 90 (상도동)
포항초곡점,경북 포항시 북구 흥해읍 초곡지구로58번길 38-2 (초곡리)
수영구청점,"부산 수영구 광남로 45 (남천동), 1층"
동탄남광장점,"경기 화성시 동탄중심상가1길 35 (반송동, 한솔프라자), 107호 일부"
신진주역점,경남 진주시 관문로 7 (가좌동)  상가동 120호 율곡스퀘어프런티어
인천삼산점,"인천 부평구 체육관로 40 (삼산동, 신영프라자)  1층 108호"
대구세천점,"대구 달성군 다사읍 세천북로 9 (세천리),1층 104호"
동대구역점,"대구 동구 동부로 149 (신천동, 신세계동대구복합환승센터), 동대구역사 내 지하1층"
경산중방점,경북 경산시 경안로38길 17 (중방동)
광주효천점,"광주 남구 효천중앙로 62 (임암동), 1층 102호"
남원도통점,전북 남원시 용성로 232 (도통동)
순천조례점,전남 순천시 신월큰길 19 (조례동)
전주삼천점,"전북 전주시 완산구 용리로 136 (삼천동1가, 성지한의원), 1층"
국제시장점,부산 중구 대청로 71-1 (보수동1가) 1층
향남롯데시네마점,"경기 화성시 향남읍 상신하길로298번길 7-21 (하길리), 104호"
왜관역점,경북 칠곡군 왜관읍 중앙로8길 9-1 (왜관리)
청라에일린점,"인천 서구 청라커낼로 300 (청라동, 청라센트럴에일린의뜰) 2동"
함양점,경남 함양군 함양읍 고운로 61 (용평리)
진해남문점,"경남 창원시 진해구 남영로55번길 3 (남문동, 진해 남문코아)"
상주점,"경북 상주시 삼백로 71 (무양동), 179호"
전주법조타운점,전북 전주시 덕진구 만성로 140 (만성동) 1층
단양점,"충북 단양군 단양읍 삼봉로 319-1 (별곡리, 더벤티 커피)"
일산웨스턴돔점,"경기 고양시 일산동구 정발산로 24 (장항동, 웨스턴돔1) 웨스턴돔 A동 161호"
연천전곡점,"경기 연천군 전곡읍 온골로 59 (전곡리), 1층"
밀양삼문점,경남 밀양시 미리벌중앙로5길 9-1 (삼문동)
부평점,"인천 부평구 경원대로 1395 (부평동, 부평일번가), 1층 107호"
인천라피에스타점,"인천 남동구 논고개로 61 (논현동, 라피에스타), 1층"
구미송정점,경북 구미시 백산로 66 (송정동) 1층
진주혁신도시점,경남 진주시 대밭골로60번길 16 (충무공동) 1층
전주우아점,전북 전주시 덕진구 호성1길 9 (우아동3가)
2001아울렛부평점,"인천 부평구 경원대로 1277 (산곡동, 2001아울렛부평점) 1층"
구미인동점,경북 구미시 인동중앙로1길 17 (황상동)
포항송도점,경북 포항시 남구 송도로 35-1 (송도동) 1층
울산호계점,"울산 북구 호계매곡1로 32 (매곡동, 드림인시티 에일린의뜰 2차) 1층"
창원용지점,"경남 창원시 성산구 외동반림로 206 (용호동, 무학아파트) 1층"
포항유강점,"경북 포항시 남구 연일읍 유강길9번길 45 (유강리), 1층 105호"
포항창포메트로시티점,"경북 포항시 북구 새천년대로1075번길 55 (창포동, 창포메트로시티2단지 상가동) 242동 1층 102호"
신림녹두거리점,서울 관악구 대학길 35 (신림동)
창원구암점,경남 창원시 마산회원구 구암북2길 122 (구암동)
양산중부점,"경남 양산시 양산역6길 13 (중부동, 메트로타워빌딩) 1층"
동인천역점,"인천 중구 참외전로 124-2 (인현동, 방파레)"
면목역점,"서울 중랑구 겸재로 190-1 (면목동) 1층, 2층"
영천시청점,경북 영천시 시청동길 31 (문외동)
롯데마트본사점,"서울 송파구 올림픽로 269 (신천동, 롯데캐슬골드) 6층"
포항영일대점,경북 포항시 북구 두호로 28 (두호동) 1층
전주혁신도시점,"전북 전주시 덕진구 기지로 82 (중동), 1층 104호 일부"
창원반림점,"경남 창원시 성산구 원이대로473번길 21 (반림동, 반림상가) 1층"
제주시청점,제주특별자치도 제주시 광양10길 3 (이도이동) 1층
태화시장점,울산 중구 평동길 4 (우정동)
수원호매실점,경기 수원시 권선구 금곡로102번길 38 (금곡동) 1층
부암점,"부산 부산진구 백양산로 59 (부암동, 당감뜨란채아파트), 1층 103호"
충주연수중앙점,충북 충주시 번영대로 211 (연수동) 114호
포항오광장점,"경북 포항시 남구 포스코대로 324 (상도동, 한국투자증권), 1층"
회기사거리점,서울 동대문구 이문로 28 (휘경동) 1층
경주용강점,경북 경주시 다불로 11 (용강동)
부평역사점,인천 부평구 광장로 16 (부평동) 지하 1층
천호로데오점,서울 강동구 천호동 412-3
칠곡북삼점,경북 칠곡군 북삼읍 금오대로8길 2 (인평리)
홈플러스부천소사점,"경기 부천시 경인로 532 (괴안동, 삼성홈플러스소사점), 1층"
진해석동점,"경남 창원시 진해구 냉천로 101 (석동, 한사랑빌딩) 1층"
동송터미널점,"강원 철원군 동송읍 금학로 212 (이평리, 바이더웨이), 1층"
낫개점,부산 사하구 다송로72번길 64 (다대동) 1층
이화여대포스코관점,"서울 서대문구 대현동 11-1, 이화포스코관"
부산충무동점,부산 서구 충무대로 285 (충무동1가) 1층
경성대건학기념관점,"부산 남구 수영로 309 (대연동, 경성대학교) 1층"
홈플러스고양터미널점,"경기 고양시 일산동구 중앙로 1036 (백석동, 베스트 고양터미널) 지하2층"
포항양덕점,"경북 포항시 북구 천마로72번길 32 (양덕동), 1층"
롯데마트김포공항점,서울 강서구 방화동 886 롯데마트 김포공항점 내 지하2층(GF층)
포항연일점,"경북 포항시 남구 연일읍 동문로 33 (동문리), 102호"
화명카이저점,"부산 북구 금곡대로 166 (화명동, 롯데캐슬카이저) 903동"
NC강서점,"서울 강서구 강서로56길 17 (등촌동, 엔씨백화점) B1층"
옥계부영점,"경북 구미시 산호대로25길 42 (옥계동), 1층"
구미확장단지점,경북 구미시 산동면 신당1로3길 19 (신당리) 골드타워 상가 1층
창원소답점,"경남 창원시 의창구 읍성로 81 (소답동, 봉화빌딩), 1층"
시지매호점,"대구 수성구 달구벌대로647길 16 (신매동, 시지태왕하이츠), 401동 108호"
강남점,"서울 강남구 역삼동 827-14, 프레스티지투 1층"
롯데마트김포한강점,경기 김포시 김포한강2로 41
배곧신도시점,"경기 시흥시 서울대학로278번길 19-8 (정왕동, 새롬프라자) 1층"
포항환호점,경북 포항시 북구 환호동 395-1
상무점,광주 서구 치평동 1326 1층 101-4호
충무공점,경남 진주시 사들로 79 (충무공동) 1층
진평점,경북 구미시 인동36길 24-4 (진평동) 1층
울산성안점,울산 중구 백양로 8 (성안동)
창원봉곡점,경남 창원시 의창구 봉곡로123번길 8 (봉곡동) 1층
롯데마트김천점,"경북 김천시 시청로 80 (신음동, 롯데마트김천점)"
대왕암공원점,"울산 동구 등대로 99 (일산동, 대왕암상가) C동"
뉴코아강남점,서울 서초구 잠원동 70-2
포항흥해점,경북 포항시 북구 흥해읍 흥해로 45-10 (옥성리)
용인동백점,경기 용인시 기흥구 동백중앙로 283 (중동)
함안호암점,"경남 함안군 칠원읍 호암길 14 (오곡리, DH 타워)  1동 1층 115호"
우현점,경북 포항시 북구 우창동로 40 (우현동) 1층
천상점,"울산 울주군 범서읍 천상2길 16 (천상리, 신한다솜아파트) 상가 102동 105호"
뱅뱅사거리점,"서울 강남구 강남대로62길 22 (역삼동, 황산빌딩) 1층"
두호점,경북 포항시 북구 용두산길 32 (두호동)
진주초전점,"경남 진주시 대신로475번길 16-17 (초전동), 1층 104호"
통영죽림점,경남 통영시 광도면 죽림4로 23-19 (죽림리)
포항효자점,경북 포항시 남구 효성로 12-9 (효자동) 1층
나주혁신점,전남 나주시 우정로 75 141동 1층 105호(빛가람동 중흥S클래스 1차
언양점,울산 울주군 언양읍 헌양길 71 (남부리)
서울대입구역점,서울 관악구 남부순환로 1811 (봉천동)
포항법원점,경북 포항시 북구 법원로 152 (양덕동) 1층
야탑점,경기 성남시 분당구 야탑동 353-5
강남구청역점,서울 강남구 논현동 111-31
롯데마트진주혁신점,"경남 진주시 동진로 440 (충무공동, 롯데몰) 지하 1층"
경성대부경대점,"부산 남구 용소로 9 (대연동, 성신빌딩) 성산빌딩 1층 일부호(대연동)"
을지로6가점,서울 중구 을지로6가 23-19
도량점,"경북 구미시 도봉로 76-61 (도량동),1층 104호"
롯데마트충주점,"충북 충주시 봉계1길 49 (칠금동, 충주공용버스터미널)"
롯데마트구미점,"경북 구미시 구미대로22길 11 (신평동, 롯데마트구미점)"
도계점,"경남 창원시 의창구 도계로 71 (도계동, 진한데파트), 1층 101호"
영도대교점,"부산 영도구 태종로 107 (영선동1가, 영도오션트라움) 1층"
목원대점,대전 서구 도안동 878
용인보정점,경기 용인시 기흥구 죽전로 29 (보정동) 1층
뉴코아부천점,"경기 부천시 송내대로 239 (상동, 부천터미널소풍), 5층"
장유대청점,"경남 김해시 계동로102번길 27 (대청동, 울트라상가) 1층"
장유젤미점,경남 김해시 번화1로68번길 15 (대청동) 1층
동대문역점,"서울 종로구 종로 293 (창신동, 하나저축은행), 1층"
안산중앙점,"경기 안산시 단원구 예술대학로 17 (고잔동, 안산중앙노블레스) 1층"
롯데마트광주월드컵점,광주 서구 풍암동 423-2
성남신흥점,경기 성남시 수정구 신흥동 5493-1
용인죽전점,경기 용인시 수지구 죽전동 1189-3
다대포점,"부산 사하구 다대로 704-1 (다대동, 몰운대종합시장상가), 103호"
범어사역점,부산 금정구 팔송로 12 (남산동) 지하 1층
진해자은점,"경남 창원시 진해구 진해대로 999 (자은동, 하이존), 103호"
전남대점,광주 북구 우치로 120 (용봉동)
영천점,경북 영천시 시장로 41-1 (완산동)
장림점,부산 사하구 장림번영로 23 (장림동)
거제장평점,경남 거제시 장평로 33 (장평동)
판교하이펙스점,경기 성남시 분당구 삼평동 679 B동 109호
의정부중앙점,경기 의정부시 의정부동 194-8
울산달동점,울산 남구 신정로 27 (달동) 1층
안산한대앞점,경기 안산시 상록구 이동 717
신림점,서울 관악구 신림동 1424-11
증산점,"경남 양산시 물금읍 새실로 159 (가촌리, 나래메트로시티) C동 109호,110호"
울산일산점,울산 동구 번덕로 4 (일산동)
울산반구점,"울산 중구 서원5길 2 (반구동), 1층"
롯데마트대구율하점,"대구 동구 안심로 80 (율하동, 롯데쇼핑프라자) 지하 1층"
롯데마트통영점,"경남 통영시 무전대로 65 (무전동, 롯데마트), 1층"
팔용점,"경남 창원시 의창구 팔용로 429 (팔용동, 팔용프라자) 1층"
마산내서점,"경남 창원시 마산회원구 내서읍 삼계4길 9 (삼계리, 현대빌딩), 101호"
진주하대점,"경남 진주시 도동로 225 (하대동), 1층"
창원대방점,"경남 창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩), 104호"
용인수지점,경기 용인시 수지구 풍덕천동 1082-3
강원대점,강원 춘천시 효자동 627-9
포항죽도점,"경북 포항시 북구 중흥로 329 (죽도동), 1층"
포항문덕점,"경북 포항시 남구 오천읍 원동로 45 (원리), 1층 101호"
화봉점,"울산 북구 화산로 19 (화봉동, 화봉휴먼시아아파트) 상가동 103호"
상모점,"경북 구미시 상사서로 55 (상모동, 상모프라자) 1층"
포항이동점,"경북 포항시 남구 포스코대로 127 (이동), 1층"
동성로점,대구 중구 중앙대로 412-16 (사일동) 1층
울산신정점,울산 남구 중앙로 240 (신정동)
원주단계점,강원 원주시 단계동 1119-3  106호
서창점,경남 양산시 서창로 163 (삼호동) 1층
정관점,"부산 기장군 정관읍 정관7로 3 (매학리, 광장아울렛) 1층"
합성점,경남 창원시 마산회원구 양덕북4길 17 (합성동) 1층 101호
롯데마트진해점,"경남 창원시 진해구 진해대로 762 (석동, 롯데마트) 롯데마트 2층"
진주금산점,경남 진주시 금산면 중천로 84 (장사리) 1층
구미원평점,"경북 구미시 문화로 33 (원평동), 1층"
반여점,부산 해운대구 선수촌로 101-1 (반여동)
태종대점,부산 영도구 태종로 761 (동삼동)  2층
창원상남점,"경남 창원시 성산구 마디미로15번길 3 (상남동, 대신빌딩) 1층"
부전역점,"부산 부산진구 동천로 134 (전포동, 삼정코아) 1층"
진주과기대점,경남 진주시 진주대로 868 (칠암동) 1층
덕천점,부산 북구 백양대로 1200 (덕천동) 1층
가톨릭대점,부산 금정구 오륜대로 43 (부곡동)
개금백병원점,부산 부산진구 복지로 64 (개금동) 1층
동삼점,"부산 영도구 와치로 252 (동삼동, 선프라자)"
용호점,부산 남구 동명로 133 (용호동)
동서대점,부산 사상구 주례로 82 (주례동)
연산점,부산 연제구 중앙대로 1110 (연산동)
양정점,"부산 부산진구 양지로 8 (양정동), 1층"
동의대점,부산 부산진구 엄광로 174 (가야동 459-16)
인제대점,"경남 김해시 인제로200번길 11 (삼방동), 1층 101호"
계명대점,"대구 달서구 계대동문로3길 19 (신당동), 1층"
주례점,"부산 사상구 가야대로366번길 46 (주례동), 1층"
동아대점,부산 사하구 하단동 494-3 에덴아파트 상가제 1층 제 10호
