매장코드,매장명,주소,오픈날짜
2009,울산번영로DT,울산광역시 남구 달동 1271-16,2022-08-18
2024,울산삼성,울산광역시 남구 달동 1400-1,2022-08-25
2399,울산선암DT,울산광역시 남구 선암동 0,2025-04-24
1658,울산신정DT,"울산광역시 남구 신정동 1636-12, 1636-13, 1636-14, 1637-133, 1670-1, 1774-64",2020-06-19
1633,울산호계DT,"울산광역시 북구 신천동 546-2, 546-7",2020-04-16
1302,울산북구청DT,"울산광역시 북구 연암동 1223-2, 1260-3, 1260-6",2017-12-14
1136,울산진장,울산광역시 북구 진장동 705 메가마트,2016-12-05
1152,울산정자비치DT,울산광역시 북구 산하동 강동산하지구 48B 8L,2016-12-22
2008,북울산삼성,울산광역시 북구 진장동 1048-3,2022-07-28
2212,울산송정,울산광역시 북구 송정동 1232-2,2023-11-16
2082,울산 KTX,울산광역시 울주군 삼남읍 신화리 1606-11,2023-01-19
2197,울산간절곶DT,"울산광역시 울주군 서생면 대송리 164,164-1,164-2",2023-11-21
1364,울산MBC DT,울산광역시 중구 복산동 40-6,2018-06-12
1273,울산성안,"울산광역시 중구 성안동 472-9,10",2017-09-28
1132,울산성남삼거리,울산광역시 중구 성남동 256-24,2016-11-24
2181,울산병영,울산광역시 중구 남외동 483-11 SkyM빌딩 1층 105호,2023-09-14
1961,울산약사DT,울산광역시 중구 약사동 537,2022-04-14
1722,울산국가정원,울산광역시 중구 태화동 479-8,2020-10-29
83,현대동구,울산광역시 동구 서부동 105-3 현대백화점주차장(현대백화점),2008-09-30
2071,울산일산비치DT,울산광역시 동구 일산동 947-5,2022-12-15
1845,울산대학교병원,울산광역시 동구 서부동 103-35,2021-08-12
2258,울산남목DT,"울산광역시 동구 서부동 584-2,482-134, 482-112",2024-05-23
2080,울산주전비치,울산광역시 동구 주전동 31-3,2023-01-12
1590,인천강화DT,"인천광역시 강화군 강화읍 갑곳리 203-10, 203-34",2019-12-20
1557,경인교대입구역DT,"인천광역시 계양구 작전동 852-30, 852-31",2019-10-25
889,인천계양,인천광역시 계양구 계산동 1063-14,2015-01-21
613,인천작전,인천광역시 계양구 작전동 442-1번지 1층,2013-05-10
1678,인천계산역DT,인천광역시 계양구 계산동 918,2020-07-30
1933,계양BMW,인천광역시 계양구 서운동 219,2022-02-25
2102,계양구청,인천광역시 계양구 용종동 211-1 경동빌딩,2023-03-07
2471,인천장제로,인천광역시 계양구 작전동 899-3 101호,2025-10-30
1356,인천학익DT,인천광역시 미추홀구 학익동 690-2 평산면옥,2018-04-10
1033,인천용현DT,인천광역시 미추홀구 용현동 630-9,2016-01-29
314,주안역,"인천광역시 미추홀구 주안동 141-1 1층,2층",2010-03-10
420,인하대,인천광역시 미추홀구 용현동 199-18번지,2011-08-25
2168,시민공원역,인천광역시 미추홀구 주안동 0 포레나 미추홀,2023-08-30
2097,인천관교DT,인천광역시 미추홀구 관교동 394-20,2023-03-09
1672,제물포역DT,인천광역시 미추홀구 숭의동 78-2,2020-07-24
1719,인천주안DT,"인천광역시 미추홀구 주안동 1506-25, 1506-26",2020-10-29
1888,인천도화DT,인천광역시 미추홀구 도화동 116-2,2021-11-30
1772,인하대역,인천광역시 미추홀구 용현동 665-15,2021-03-16
1791,SSG랜더스필드2F,인천광역시 미추홀구 문학동 482 문학경기장,2021-04-03
1849,SSG랜더스필드1F,인천광역시 미추홀구 문학동 482 문학경기장,2021-10-20
1817,인천용일사거리DT,인천광역시 미추홀구 주안동 684-3번지 외 3필지,2021-06-17
634,송림트레이더스,인천광역시 동구 송림동 296-2번지 이마트 트레이더스송림점1층,2013-06-26
935,인천갈산DT,"인천광역시 부평구 갈산동 32-2, 34-1",2015-05-29
826,인천삼산,인천광역시 부평구 삼산동 464-5,2014-08-29
686,부평사거리,인천광역시 부평구 부평동 546-1번지 1~2층,2013-11-05
605,부평시장역,인천광역시 부평구 부평동 203-14번지 현대해상화재보험 1층,2013-04-23
166,부평,인천광역시 부평구 부평동 159-25,2001-09-28
346,부평역,인천광역시 부평구 부평동 549-78 1-4층,2010-09-30
2548,부평청천,인천광역시 부평구 청천동 188-1,2026-03-31
1976,인천테크노밸리,"인천광역시 부평구 갈산동 94 인천테크노밸리 U1 센터 A동 139, 142, 143, 144, 145호",2022-05-11
1913,인천성모병원,인천광역시 부평구 부평동 665-8 가톨릭대학교인천성모병원 뇌병원 지상 1층,2022-01-05
2266,인천경원대로DT,인천광역시 부평구 십정동 162-18,2024-05-20
1452,인천스퀘어원,인천광역시 연수구 동춘동 926 스퀘어원,2018-12-19
1481,인천동춘DT,인천광역시 연수구 동춘동 224-5,2019-04-11
1493,인천송도,인천광역시 연수구 송도동 2-3 송도이안,2019-05-03
1239,송도트리플R,"인천광역시 연수구 송도동 170-1 송도 트리플스트리트 105B, 206B",2017-07-05
1078,인천송도DT,인천광역시 연수구 송도동 8-17 레인보우빌딩,2016-06-24
1090,인천연수,인천광역시 연수구 연수동 596-7,2016-06-28
1088,송도캠퍼스타운역,"인천광역시 연수구 송도동 149 롯데캠퍼스타운 A-101,102,103,121,122",2016-06-28
695,송도커넬워크,"인천광역시 연수구 송도동 19-1 201-101호, 201-201호(1~2층)",2013-11-29
641,송도센트럴파크,인천광역시 연수구 송도동 23-4번지,2013-07-11
322,연수이마트,인천광역시 연수구 동춘동 926-9,2010-05-25
2165,삼성바이오로직스,인천광역시 연수구 송도동 201-2 삼성바이오로직스,2023-08-01
2162,쉐라톤그랜드인천,인천광역시 연수구 송도동 6-9 쉐라톤인천호텔 1층,2023-08-18
2144,송도호반써밋,인천광역시 연수구 송도동 312-4 호반써밋 송도 123~127호,2023-06-09
1995,인천옥련DT,인천광역시 연수구 옥련동 468-8,2022-06-30
1732,송도캐슬파크,인천광역시 연수구 송도동 8-37 롯데몰 송도 캐슬파크 101~105호,2020-12-22
2304,송도첨단대로,인천광역시 연수구 송도동 205 에스파이브시티,2024-08-26
2523,인천스퀘어원4F,인천광역시 연수구 동춘동 926 스퀘어원,2026-01-30
1664,송도현대아울렛,인천광역시 연수구 송도동 168-1 현대프리미엄 아울렛 송도점,2020-07-09
1811,송도컨벤시아대로DT,인천광역시 연수구 송도동 10-39 J.SQUARE C동 1~2층,2021-06-03
1430,검단사거리역,인천광역시 서구 마전동 910-1,2018-11-23
1489,인천청라센트럴,"인천광역시 서구 청라동 156-1 청라센트럴에일린의뜰 제판매5동 105호,106호,107호,108호",2019-05-23
1649,인천청라한신,"인천광역시 서구 청라동 157-21 청라한신더휴커낼웨이 142호, 143호, 144호",2020-05-29
1005,인천당하DT,인천광역시 서구 당하동 1092-7,2015-11-18
996,인천청라타워돔,인천광역시 서구 연희동 798-3 113~120호,2015-10-28
798,인천서구청DT,"인천광역시 서구 심곡동 248-5,248-6",2014-06-26
797,인천청라,인천광역시 서구 청라동 163-3 홍익파크,2014-06-26
2231,인천검단DT,인천광역시 서구 불로동 315-1,2024-01-11
2506,검단이마트,인천광역시 서구 당하동 1065-1 당하 이마트,2025-12-26
2517,신검단중앙역,인천광역시 서구 불로동 1006-13 메트로시티2차,2026-01-15
2465,아라동사거리,인천광역시 서구 원당동 1035-5 검단 눈담봄 101,2025-09-26
2028,루원시티,인천광역시 서구 가정동 476-25 루원시티1차SK리더스뷰오피스텔,2022-09-02
1905,인천공촌DT,인천광역시 서구 공촌동 308-4,2021-12-17
2243,루원앨리스빌,인천광역시 서구 가정동 582 루원 린스트라우스 더 린시티,2024-02-15
2312,에이펙스청라,인천광역시 서구 청라동 152-22,2024-08-30
1857,인천청라DT,인천광역시 서구 청라동 9-93 청라 스포월드 다동,2021-08-26
2120,검단신도시,인천광역시 서구 원당동 1041-4 메트로시티,2023-03-30
1559,부평삼거리역DT,인천광역시 남동구 간석동 772,2019-11-07
1328,인천구월아시아드,인천광역시 남동구 구월동 1532-1,2018-01-16
1265,인천터미널사거리,인천광역시 남동구 구월동 1464,2017-08-31
1103,인천서창,인천광역시 남동구 서창동 707-2 노블시티프라자,2016-08-30
1176,인천간석DT,인천광역시 남동구 간석동 617-6,2017-02-22
763,인천예술회관역,인천광역시 남동구 구월동 1124 흥국생명 인천사옥,2014-04-15
145,구월로데오,"인천광역시 남동구 구월동 1472번지 1,2층",2008-05-31
36,구월길병원,인천광역시 남동구 구월동 1144-1 가천대길병원 인공지능병원,2009-01-09
124,인천구월,"인천광역시 남동구 구월동 1456 이토타워 101,102,111,201,209호 일부,210호 일부",2006-12-22
543,인천논현,"인천광역시 남동구 논현동 649-4번지 111,112, 206, 207호",2012-08-29
2507,인천만수향촌,인천광역시 남동구 만수동 1118-2,2025-12-23
2040,인천구월중앙,"인천광역시 남동구 구월동 25 동호프라자 101호,102호,103호,301호",2022-10-14
2459,구월트레이더스,인천광역시 남동구 구월동 1549,2025-09-11
2478,인천논현역4번출구,인천광역시 남동구 논현동 631-10 메트로타워,2025-11-27
1819,간석중앙공원DT,인천광역시 남동구 간석동 380-4,2021-06-16
1504,영종하늘도시,인천광역시 중구 중산동 1883-12 세영프라자,2019-06-13
1210,영종도운서역,인천광역시 중구 운서동 2804-3,2017-04-25
1030,인천공항T1에어3F,인천광역시 중구 운서동 2840 인천국제공항여객터미널(인천공항세관),2016-01-22
2289,인스파이어리조트,인천광역시 중구 운서동 2955-74 1층,2024-07-31
2470,인하대병원,인천광역시 중구 신흥동3가 7-206 인하대학병원,2025-10-31
2262,인천공항T2에어,인천광역시 중구 운서동 2868 제2합동청사,2024-05-08
2295,인천공항T2랜드B1,인천광역시 중구 운서동 2868 제2합동청사,2024-08-15
2356,인천공항T1랜드B1,인천광역시 중구 운서동 2840 인천공항,2024-12-06
2429,인천공항T2랜드1F,인천광역시 중구 운서동 2868 제2합동청사,2025-08-28
2261,인천공항T1에어4F,인천광역시 중구 운서동 2840 인천공항1터미널 에어4층,2024-05-17
1164,동해DT,강원특별자치도 동해시 천곡동 1020 스타벅스,2017-01-12
2018,동해IC DT,강원특별자치도 동해시 평릉동 163-3,2022-09-05
1191,설악쏘라노,"강원특별자치도 속초시 장사동 24-1,한화콘도미디엄 제이동 제이-1층호",2017-03-24
1007,속초DT,강원특별자치도 속초시 조양동 1002-39,2015-11-27
2264,영랑호리조트,강원특별자치도 속초시 금호동 610-20,2024-04-29
1898,속초교동DT,강원특별자치도 속초시 교동 883-1 스타벅스,2021-12-23
2154,속초금호DT,강원특별자치도 속초시 금호동 621-4 스타벅스,2023-07-13
1566,춘천구봉산R,강원특별자치도 춘천시 동면 만천리 340-61,2019-10-31
1125,춘천후평DT,강원특별자치도 춘천시 후평동 700,2016-10-25
1070,춘천석사DT,강원특별자치도 춘천시 석사동 799-4,2016-05-26
86,춘천명동,강원특별자치도 춘천시 중앙로2가 5-1,2008-09-26
55,춘천이마트,강원특별자치도 춘천시 온의동 511 이마트,2006-08-29
508,강원대,강원특별자치도 춘천시 효자동 632-3,2012-04-24
1737,춘천퇴계DT,강원특별자치도 춘천시 퇴계동 532-12,2020-12-03
2338,더춘천의암호R,"강원특별자치도 춘천시 삼천동 337,337-13,338-1,338-5,339,340",2024-11-14
2286,춘천후석로DT,강원특별자치도 춘천시 후평동 24-1,2024-06-28
1696,춘천온의,강원특별자치도 춘천시 온의동 589-2,2020-09-04
2369,평창DT,강원특별자치도 평창군 대관령면 횡계리 262-21,2024-12-27
308,비발디파크,강원특별자치도 홍천군 서면 팔봉리 1290-2 대명비발디파크,2003-11-29
2294,홍천DT,강원특별자치도 홍천군 홍천읍 희망리 398-2,2024-07-31
1586,강릉송정DT,강원특별자치도 강릉시 송정동 545-2,2019-12-05
1600,강릉강문해변,강원특별자치도 강릉시 강문동 182-2,2020-01-09
1308,강릉교동광장,강원특별자치도 강릉시 교동 1882-1,2017-12-07
633,강릉안목해변,강원특별자치도 강릉시 견소동 158,2013-06-26
2173,강릉IC DT,강원특별자치도 강릉시 홍제동 483-1,2023-09-12
2376,강릉아산병원,강원특별자치도 강릉시 사천면 방동리 415 강릉아산병원,2025-01-31
1923,강릉율곡DT,"강원특별자치도 강릉시 교동 714-1, 315-1, 714-29,714-26",2022-02-10
2370,강릉중앙,강원특별자치도 강릉시 임당동 86,2024-12-20
2259,강릉주문진,강원특별자치도 강릉시 주문진읍 교항리 81-18,2024-04-25
706,소노델피노,강원특별자치도 고성군 토성면 원암리 403-1 델피노골프&리조트,2013-12-21
1487,원주반곡DT,"강원특별자치도 원주시 반곡동 1141,1142,1142-2,1144-2,1150-4",2019-04-26
1425,원주명륜DT,강원특별자치도 원주시 명륜동 290-1,2018-10-24
1232,원주무실,강원특별자치도 원주시 무실동 1852-1,2017-06-08
1131,원주혁신도시,강원특별자치도 원주시 반곡동 1886-3,2016-11-18
554,원주터미널,강원특별자치도 원주시 단계동 882-2 스타벅스,2012-09-26
2240,원주시청,강원특별자치도 원주시 무실동 1724-6,2024-01-31
1989,오크밸리,강원특별자치도 원주시 지정면 월송리 1061-16 빌리지센터,2022-06-15
2385,원주문막IC DT,강원특별자치도 원주시 문막읍 동화리 523,2025-04-10
2049,원주IC DT,"강원특별자치도 원주시 태장동 1286-1,1286-18,1286-19,1286-22",2022-11-03
1911,원주단구DT,강원특별자치도 원주시 단구동 1460-14,2022-01-13
2474,월송리CC,강원특별자치도 원주시 지정면 월송리 995-16 퍼블릭클럽하우스,2025-10-30
2227,원주기업도시DT,강원특별자치도 원주시 지정면 가곡리 1359-7,2024-01-05
2199,원주봉화산DT,강원특별자치도 원주시 단계동 614-1,2023-10-13
1442,김해구산DT,"경상남도 김해시 구산동 833-4, 835-1, 835-2, 836 일부, 836-1 일부, 841-7, 83-4 일부",2018-12-20
1647,김해진영DT,경상남도 김해시 진영읍 진영리 81-3,2020-06-04
1083,신세계김해,경상남도 김해시 외동 1264 신세계백화점 1층,2016-06-22
1080,김해이마트,경상남도 김해시 외동 1264 김해 이마트 1층,2016-06-22
846,김해대로DT,경상남도 김해시 삼정동 616-5,2014-10-29
802,김해외동DT,경상남도 김해시 외동 238-19  1~2층,2014-06-30
711,김해율하,경상남도 김해시 관동동 1095-9 1층,2013-12-23
626,김해삼계,경상남도 김해시 삼계동 1479-7번지,2013-06-12
437,김해내동,경상남도 김해시 내동 1140-4번지,2011-09-27
2106,서김해IC DT,"경상남도 김해시 명법동 202-2,203-1",2023-04-06
1917,김해주촌DT,경상남도 김해시 주촌면 선지리 599,2022-01-28
1946,김해가야로DT,경상남도 김해시 동상동 1121-4,2022-03-31
2121,장유대청,경상남도 김해시 대청동 303-3,2023-05-18
1926,장유율하,경상남도 김해시 장유동 839-2 1층 105호,2022-02-10
2017,진영신도시,경상남도 김해시 진영읍 진영리 1629-7,2022-09-01
1685,김해율하신도시,경상남도 김해시 율하동 1348-4,2020-08-20
1796,김해금관대로DT,경상남도 김해시 내동 171-8,2021-04-29
1598,밀양DT,경상남도 밀양시 삼문동 532-3,2019-12-23
1523,경남사천DT,"경상남도 사천시 사천읍 수석리 320-17, 320-21, 320-22, 320-23",2019-07-26
795,사천벌리,경상남도 사천시 벌리동 256-14,2014-06-25
1029,진주평거,경상남도 진주시 평거동 900 BYC빌딩1층,2016-01-21
1000,진주칠암DT,경상남도 진주시 주약동 109-3외 9필지,2015-11-05
728,진주중안,경상남도 진주시 중안동 12-7,2014-01-28
647,진주신안,경상남도 진주시 신안동 350-1번지,2013-07-30
32,진주경상대,경상남도 진주시 가좌동 492-5 번지,2009-01-20
2131,진주초전DT,"경상남도 진주시 초전동 1071, 1072-10, 1072-11",2023-05-11
1781,진주혁신도시,"경상남도 진주시 충무공동 225-1 드림어반스퀘어 116,117호,217호",2021-03-25
1891,경상대칠암캠퍼스,경상남도 진주시 칠암동 490-1,2021-11-25
1536,마산회원DT,경상남도 창원시 마산회원구 회원동 43-5,2019-09-09
1507,창원상남로,경상남도 창원시 성산구 상남동 26-4,2019-07-26
1454,마산역DT,경상남도 창원시 마산회원구 석전동 223-4,2018-12-20
1416,마산해안대로DT,경상남도 창원시 마산합포구 오동동 317,2018-09-18
1310,진해자은DT,경상남도 창원시 진해구 자은동 793-2,2018-01-04
1312,창원역DT,경상남도 창원시 의창구 팔용동 157-2,2017-12-20
1238,창원호계DT,경상남도 창원시 마산회원구 내서읍 호계리 177-2,2017-06-29
1230,창원마창대교,경상남도 창원시 성산구 귀곡동 717,2017-06-08
1074,삼성창원병원,경상남도 창원시 마산회원구 합성동 50 삼성창원병원,2016-06-07
738,진해용원,경상남도 창원시 진해구 용원동 1211-11 형제빌딩,2014-02-24
635,창원리베라,경상남도 창원시 성산구 상남동 78-4 리베라컨밴션,2013-06-25
624,창원상남중앙,경상남도 창원시 성산구 상남동 14-5 유탑빌딩,2013-06-05
95,창원상남동,경상남도 창원시 성산구 상남동 6-1,2007-10-25
69,신세계마산,경상남도 창원시 마산합포구 산호동 10-3 신세계백화점 내 지하1층,2007-06-04
131,창원시티세븐,"경상남도 창원시 성산구 대원동 122, 더시티세븐 상업시설동 1층 E-121호",2008-06-12
570,경남대,경상남도 창원시 마산합포구 해운동 17-7번지,2012-12-14
464,창원용지호수,경상남도 창원시 성산구 용호동 73-30,2011-12-23
1741,마산월남동DT,"경상남도 창원시 마산합포구 월남동2가 9-2, 10-1, 10-2, 10-5",2020-12-10
1912,마산봉암로DT,경상남도 창원시 마산회원구 봉암동 471-6,2022-01-06
2103,진해경화역DT,경상남도 창원시 진해구 경화동 812-8,2023-03-24
1882,창원반림,경상남도 창원시 성산구 반림동 21 화성메디칼빌딩,2021-11-11
1686,창원유니시티,경상남도 창원시 의창구 중동 784-1,2020-08-06
1949,창원NC파크R,"경상남도 창원시 마산회원구 양덕동 477 마산종합운동장, 창원NC파크",2022-04-02
1895,창원중앙역,경상남도 창원시 의창구 사림동 165-12,2021-12-09
1978,진해부산신항,"경상남도 창원시 진해구 용원동 1342 오렌지타운, 112호",2022-05-26
2329,창원경상대병원,경상남도 창원시 성산구 성주동 146-1 창원경상대학교병원,2024-09-29
2046,창원대로DT,경상남도 창원시 성산구 가음정동 391-1 스타벅스,2022-10-27
2043,창원사파,"경상남도 창원시 성산구 사파동 84-1 가야빌딩 1,2층",2022-12-15
1793,창원파티마병원,경상남도 창원시 의창구 명서동 212 창원파티마병원,2021-04-22
1828,창원내서,경상남도 창원시 마산회원구 내서읍 중리 1043-1,2021-07-08
2364,창원대방,"경상남도 창원시 성산구 대방동 361-1 TOP메디컬빌딩, 1층 104호",2024-12-12
2138,마산진동DT,경상남도 창원시 마산합포구 진동면 진동리 878-2 신라해장국,2023-06-22
461,통영이마트,경상남도 통영시 광도면 죽림리 1566-2 이마트통영점,2011-12-20
2184,통영죽림,경상남도 통영시 광도면 죽림리 1572-71,2023-09-15
2335,통영북신DT,경상남도 통영시 북신동 663-8,2024-09-29
1652,거제대로DT,경상남도 거제시 수월동 1043-203,2020-06-18
905,거제고현,경상남도 거제시 고현동 977-4,2015-03-26
628,소노캄거제,경상남도 거제시 일운면 소동리 115 대명리조트거제휴양콘도미니엄 1층,2013-06-14
2511,거제사등,경상남도 거제시 사등면 청곡리 700-7,2026-01-15
2380,거제상동DT,"경상남도 거제시 상동동 166-3, 184-1",2025-02-13
1742,거제옥포DT,"경상남도 거제시 옥포동 550-14,15",2020-12-10
2140,거제장평,경상남도 거제시 장평동 337-1,2023-06-02
1519,남양산IC DT,경상남도 양산시 동면 석산리 966,2019-07-31
1471,양산증산역,경상남도 양산시 물금읍 가촌리 1292,2019-02-25
1329,양산가촌,경상남도 양산시 물금읍 가촌리 1270-10,2018-01-25
1227,양산덕계DT,경상남도 양산시 덕계동 323-2외1필지,2017-05-25
906,양산터미널,경상남도 양산시 중부동 710-1 양산시외버스터미널,2015-03-27
710,양산범어,경상남도 양산시 물금읍 범어리 2711-4,2013-12-23
387,양산이마트,경상남도 양산시 중부동 705 양산이마트 1층,2011-04-29
1983,양산물금DT,경상남도 양산시 물금읍 물금리 872-7,2022-06-02
2403,양산통도사,경상남도 양산시 하북면 삼수리 114-2,2025-04-30
2347,양산부산대학교병원,경상남도 양산시 물금읍 범어리 2762-1 양산부산대학교병원,2024-11-21
2324,양산신기DT,경상남도 양산시 신기동 646-14 무봉리순대,2024-09-27
1216,경산중방DT,경상북도 경산시 중방동 847-6,2017-05-18
822,영남대아트센터,경상북도 경산시 대동 214-1 천마아트센터 대공연장,2014-08-25
821,영남대중앙도서관,경상북도 경산시 조영동 321 영남대학교,2014-08-25
681,영남대,경상북도 경산시 대동 168-3 1~3층,2013-10-30
46,스타필드마켓경산,경상북도 경산시 중산동 623 경산이마트,2006-07-28
1866,대구대학교,경상북도 경산시 진량읍 내리리 15 대구대학교경산캠퍼스,2021-09-09
1670,경산임당역DT,경상북도 경산시 계양동 266,2020-07-15
1965,경산중산,경상북도 경산시 중산동 632,2022-04-21
2525,경산신대부적,경상북도 경산시 압량읍 부적리 200-3,2026-02-27
1937,경산하양DT,경상북도 경산시 진량읍 부기리 532-1,2022-03-17
2354,경산사동DT,"경상북도 경산시 사동 561,561-1,561-10",2024-11-28
2224,경산무학,경상북도 경산시 하양읍 서사리 340,2024-01-03
1351,경주보문,경상북도 경주시 천군동 205-65,2018-03-23
1068,경주터미널DT,"경상북도 경주시 사정동 488-7, 8",2016-05-23
794,경주대릉원,경상북도 경주시 황남동 140-2,2014-06-23
721,경주보문호수DT,경상북도 경주시 북군동 57-40 1~3층,2014-01-21
550,경주보문로DT,경상북도 경주시 천군동 1584-33번지 외 1번지(신평동 719-220),2012-09-10
2484,경주용황,"경상북도 경주시 용강동 1710, 1층",2025-11-21
1901,경주용강DT,경상북도 경주시 용강동 900-8,2021-12-16
2260,경주충효DT,"경상북도 경주시 충효동 541, 410번지",2024-05-02
1459,구미상모DT,"경상북도 구미시 상모동 478-5 상모주유소, 478-6, 478-7",2019-01-30
1412,구미도량DT,"경상북도 구미시 도량동 315, 315-5",2018-08-31
1044,구미옥계,경상북도 구미시 옥계동 832-3,2016-03-24
975,구미시청DT,경상북도 구미시 송정동 33-11,2015-08-25
708,구미금오산DT,경상북도 구미시 남통동 414 - 4번지,2013-12-20
98,구미인동,경상북도 구미시 황상동 305-49 노블레스 타워 1층,2008-08-08
467,구미공단,경상북도 구미시 공단동 260-10번지 HALLA SIGMA VALLEY 106,2012-01-03
2187,구미인의DT,경상북도 구미시 인의동 1005-6,2023-10-18
2448,삼성전자 구미2캠퍼스,경상북도 구미시 임수동 94-1 삼성전자 2공장 창의동 1층,2025-08-29
1872,구미광평DT,경상북도 구미시 광평동 792-137,2021-10-14
1850,구미문성DT,경상북도 구미시 고아읍 문성리 1121,2021-09-09
1704,구미확장단지,경상북도 구미시 산동읍 신당리 1404,2020-09-18
2037,상주무양DT,경상북도 상주시 무양동 1-113,2022-10-06
2280,영주가흥,"경상북도 영주시 가흥동 396-2, 397-8, 397-18, 380-10",2024-07-04
2085,경북도청대로,경상북도 예천군 호명면 산합리 1493,2023-02-02
1316,포항쌍용DT,"경상북도 포항시 남구 상도동 601, 601-3, 601-12",2017-12-22
988,포항오천,경상북도 포항시 남구 오천읍 문덕리 176-5,2015-10-27
876,포항대이,경상북도 포항시 남구 대잠동 458-5,2014-12-23
620,포항이마트,경상북도 포항시 남구 인덕동 161-176번지 이마트 포항점 1층,2013-05-23
556,포항시청,경상북도 포항시 남구 대잠동 1005-1번지,2012-09-25
2150,포항송도,경상북도 포항시 남구 송도동 254-600,2023-07-27
2105,포항IC DT,"경상북도 포항시 남구 이동 535, 535-3",2023-03-16
1776,포항세명기독병원,경상북도 포항시 남구 대도동 94-5 포항세명기독병원,2021-06-17
1810,포항포스코DT,경상북도 포항시 남구 동촌동 701-83,2021-05-28
1130,김천구미역,"경상북도 김천시 율곡동 792,",2016-11-11
1039,김천시청DT,"경상북도 김천시 신음동 1000-3,5,11,12",2016-02-26
2188,김천부곡DT,"경상북도 김천시 부곡동 415-1, 415-19",2023-09-21
1614,안동이마트,경상북도 안동시 옥동 800-3 이마트,2020-02-07
1583,안동병원,경상북도 안동시 수상동 574-2 안동병원 1층,2019-12-19
924,안동시청,경상북도 안동시 삼산동 51-4,2015-04-30
1966,안동강변DT,경상북도 안동시 법흥동 45-7,2022-04-14
2456,안동법원DT,"경상북도 안동시 정하동 312-2, 302-10",2025-09-26
1982,안동옥동,경상북도 안동시 옥동 791-1,2022-05-26
2059,영천완산DT,"경상북도 영천시 완산동 648-3,649,655-3,647-4,655-2,655-6",2022-12-08
1575,포항죽도DT,경상북도 포항시 북구 죽도동 경상북도 포항시 북구 새천년대로 486 (죽도동),2019-11-29
1187,포항장성DT,경상북도 포항시 북구 장성동 1577-8,2017-03-16
918,포항양덕,경상북도 포항시 북구 양덕동 1487,2015-04-24
756,포항중앙,경상북도 포항시 북구 신흥동 696-1 1~3층,2014-03-28
360,포항영일대비치,경상북도 포항시 북구 항구동 17-97,2010-12-20
2164,포항법원DT,경상북도 포항시 북구 장성동 1491-5,2023-08-24
2244,포항화진해수욕장,"경상북도 포항시 북구 송라면 지경리 405, 405-3",2024-02-22
2050,포항중앙로DT,경상북도 포항시 북구 죽도동 49-3,2022-11-17
2297,포항초곡DT,"경상북도 포항시 북구 흥해읍 초곡리 9-10, 9-13, 성곡리 762-2",2024-08-08
2201,포항두호DT,"경상북도 포항시 북구 창포동 629-4, 629-14, 629-5",2023-11-09
1127,전남광양DT,전라남도 광양시 중동 1321-4,2016-11-04
1977,광양LF,"전라남도 광양시 광양읍 덕례리 1834 광양LF스퀘어, 1층",2022-05-12
2435,광양LF스퀘어3F,전라남도 광양시 광양읍 덕례리 1834 광양LF스퀘어 3층,2025-07-31
2079,광양마동DT,전라남도 광양시 마동 421-2,2023-01-18
1518,목포터미널DT,전라남도 목포시 상동 135,2019-06-28
1173,목포하당,전라남도 목포시 상동 828-4,2017-02-24
1017,목포북항DT,"전라남도 목포시 산정동 1750-8, 1750-20, 1750-21",2015-12-17
796,목포옥암,전라남도 목포시 옥암동 968-2,2014-06-25
646,목포평화광장,전라남도 목포시 상동 1159-10번지,2013-07-25
2101,목포이마트,전라남도 목포시 옥암동 915-25 목포이마트,2023-03-17
2045,목포용해DT,전라남도 목포시 용해동 586-49,2022-11-03
2400,목포해안로,전라남도 목포시 서산동 25,2025-04-17
860,목포남악,전라남도 무안군 삼향읍 남악리 2128,2014-11-28
1753,전남도청DT,전라남도 무안군 삼향읍 남악리 2150,2021-01-22
2461,무안오룡,전라남도 무안군 일로읍 오룡리 428 웨스턴플라자 101 1층,2025-09-26
1447,순천연향,전라남도 순천시 연향동 1340,2018-12-13
1183,순천신대,전라남도 순천시 해룡면 신대리 1989-1,2017-03-16
1166,순천호수공원,"전라남도 순천시 왕지동 876-10 1,2층",2017-01-19
402,순천조례,전라남도 순천시 조례동 1731-1 번지,2011-06-24
1747,순천용당DT,전라남도 순천시 가곡동 336-1,2020-12-18
2056,순천팔마DT,전라남도 순천시 연향동 133,2022-11-30
1899,순천이마트,전라남도 순천시 덕암동 169 (주)이마트,2021-12-09
2406,순천왕지DT,"전라남도 순천시 조례동 357-8,357-33, 산 43-14 총 3필지",2025-05-14
2186,순천오천,전라남도 순천시 풍덕동 1757-1,2023-09-25
1520,여수해양공원,전라남도 여수시 종화동 497,2019-06-28
1646,여수학동DT,"전라남도 여수시 학동 67-6, 18, 19",2020-05-21
1271,여수웅천,"전라남도 여수시 웅천동 1696-3, 105,106,107,203호",2017-09-14
1089,여수둔덕DT,전라남도 여수시 둔덕동 491-1,2016-06-30
745,여수여서,전라남도 여수시 여서동 213-6 1~2층,2014-03-07
457,여수여천,전라남도 여수시 학동 84-5,2011-12-09
2158,더여수돌산DT,전라남도 여수시 돌산읍 우두리 697-20,2023-08-11
2350,여수죽림,"전라남도 여수시 소라면 죽림리 1180-3, 1180-1",2024-11-28
1792,여수신월DT,전라남도 여수시 신월동 105-2,2021-04-15
