매장코드,매장명,주소,오픈날짜
1918,반포자이,서울특별시 서초구 반포동 20-45 반포자이플라자,2022-01-13
2332,서초태우빌딩,서울특별시 서초구 서초동 1357-10 태우빌딩,2024-09-29
2330,교대역3번출구,서울특별시 서초구 서초동 1692-3,2024-09-29
2263,반포원베일리,서울특별시 서초구 반포동 0 원베일리 스퀘어,2024-04-30
2368,양재역신분당역사,서울특별시 서초구 서초동 1366-9 양재역 지하1층 12호 (7번출구쪽),2024-12-27
2133,강남역우송빌딩,서울특별시 서초구 서초동 1316-28,2023-05-25
2402,남부순환로방배DT,"서울특별시 서초구 방배동 623-4, 1동",2025-04-18
2485,양재하나로마트,서울특별시 서초구 양재동 230 농협하나로클럽,2025-11-28
2476,신논현역,"서울특별시 서초구 반포동 747-13, 1층",2025-11-27
2488,강남역5번출구호정빌딩,서울특별시 서초구 서초동 1327-35 호정빌딩,2025-11-28
1767,서이초교사거리,서울특별시 서초구 서초동 1332-4 폭스타운,2021-02-26
2445,동작대로,서울특별시 서초구 방배동 438-16,2025-08-08
2440,강남르피에드,서울특별시 서초구 서초동 1321-7,2025-07-31
2436,대륭서초타워,서울특별시 서초구 서초동 1337-20 대륭서초타워,2025-07-28
2538,뉴코아강남B1,서울특별시 서초구 잠원동 70-2 뉴코아백화점,2026-03-31
1713,서울웨이브아트센터,서울특별시 서초구 잠원동 149-2,2020-09-29
1571,길음역,서울특별시 성북구 돈암동 625-2 BR빌딩,2019-12-03
1540,미아이마트,서울특별시 성북구 길음동 25-2 신세계 이마트 미아점,2019-09-06
1369,종암DT,서울특별시 성북구 종암동 29-10,2018-05-30
1206,미아,서울특별시 성북구 하월곡동 89-7 부영빌딩,2017-04-28
1077,성신여대정문,서울특별시 성북구 동선동2가 134 모아빌딩,2016-06-20
997,종암,서울특별시 성북구 종암동 3-686 시원빌딩,2015-10-22
726,삼선교,서울특별시 성북구 동소문동2가 11번지외 1필지 중 가호 1~2층,2014-01-27
615,월곡역,서울특별시 성북구 하월곡동 46-73번지 101-1호,2013-05-16
203,고대,서울특별시 성북구 안암동5가 104-30 0830,2003-07-05
57,현대미아,서울특별시 성북구 길음동 20-1 현대백화점미아점 지하1층,2007-04-09
510,성신여대,서울특별시 성북구 동선동1가 92-1번지,2012-04-27
558,안암역,서울특별시 성북구 안암동5가 92번지,2012-09-27
466,한성대입구역,서울특별시 성북구 성북동1가 35-1번지,2011-12-30
2382,길음뉴타운,서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,2025-02-28
2010,고대안암병원,서울특별시 성북구 안암동5가 126-1 고려대학교 안암병원 제1주차장 3층(상층부 근린생활시설),2022-07-29
1823,장위뉴타운,서울특별시 성북구 장위동 143-38 타워39,2021-06-24
2285,성신여대입구역,서울특별시 성북구 동선동4가 1 (주)하나은행 돈암동지점,2024-07-10
1476,송파나루역DT,서울특별시 송파구 송파동 59-9 송봉주유소,2019-03-21
1639,송파헬리오시티,서울특별시 송파구 가락동 479 헬리오시티 단지상가 3A 16호~21호,2020-04-29
1441,잠실시그마타워,서울특별시 송파구 신천동 7-19 잠실시그마타워,2018-11-27
1402,문정법원로R,서울특별시 송파구 문정동 642 송파 테라타워2,2018-08-17
1352,송파개롱역,서울특별시 송파구 가락동 174-14 한라산업개발빌딩,2018-03-23
1224,문정하비오,서울특별시 송파구 문정동 618 파크하비오 204동 104호~107호,2017-05-31
1220,문정역,"서울특별시 송파구 문정동 651 테라타워 B동 137호~139호,204호",2017-05-23
1194,잠실대교남단R,서울특별시 송파구 신천동 7-30 타워730 1층,2017-03-30
1233,송파위례,"서울특별시 송파구 장지동 884 위례2차아이파크 제상가 3동 1층 C-104, 105, 106, 107호",2017-06-28
1106,송파방이DT,"서울특별시 송파구 방이동 226-10, 226-11",2016-09-09
1002,올림픽평화의문,서울특별시 송파구 방이동 180-8 해태그린피아빌라트,2015-11-06
1049,송파아이파크,서울특별시 송파구 문정동 624 송파아이파크 C-301호,2016-04-05
948,송파사거리,서울특별시 송파구 송파동 96-7,2015-07-14
904,석촌서호,서울특별시 송파구 삼전동 130-2,2015-03-26
879,문정로데오,서울특별시 송파구 가락동 125-6,2015-01-06
809,올림픽훼미리,서울특별시 송파구 문정동 150-26 훼미리샤르망 101~104호,2014-07-22
781,올림픽공원남문,서울특별시 송파구 방이동 181번지 외 2필지,2014-05-26
705,방이역,서울특별시 송파구 오금동 17-8 1~2층,2013-12-19
700,석촌호수,"서울특별시 송파구 송파동 7-4, 7-5 (석촌호수로 262) 1~3층",2013-12-10
661,잠실푸르지오월드,서울특별시 송파구 신천동 11-4 잠실푸르지오월드마크 1층,2013-09-06
663,잠실새내역,서울특별시 송파구 잠실동 181외 3필지,2013-09-12
211,잠실역,"서울특별시 송파구 신천동 7-17 웰리스타워,삼성웰리스아파트 (한빛프라자 1층,2층)",2003-09-30
276,갤러리아팰리스,서울특별시 송파구 잠실동 40번지 갤러리아 팰리스,2005-03-30
270,아시아선수촌,서울특별시 송파구 잠실동 175,2005-06-09
591,올림픽아파트,서울특별시 송파구 방이동 89-12,2013-02-28
503,가락본동,서울특별시 송파구 가락동 97-7,2012-04-13
344,석촌역,서울특별시 송파구 석촌동 286-9번지 1층,2010-09-17
475,가락시장역,서울특별시 송파구 가락동 79번지 롯데캐슬 파인힐 1층,2012-01-20
405,가든파이브,서울특별시 송파구 문정동 292 가든파이브툴 지하1층,2011-06-30
2274,문정역2번출구,"서울특별시 송파구 문정동 55-6번지, B102~B103호",2024-05-30
2142,잠실본동,"서울특별시 송파구 잠실동 196-8외 1필지, 1층",2023-05-30
1825,송파NC,서울특별시 송파구 문정동 634 가든파이브라이프 패션관1층,2021-07-19
2447,잠실트리지움,서울특별시 송파구 잠실동 35-2 트리지움,2025-08-28
1986,송파거여역,서울특별시 송파구 거여동 21-8,2022-06-16
1674,몽촌토성역,서울특별시 송파구 방이동 44-3 현대토픽스,2020-07-17
2457,잠실학원사거리,서울특별시 송파구 삼전동 1 삼전빌딩,2025-09-26
2531,잠실르엘,"서울특별시 송파구 신천동 17-6 104, 105, 106",2026-03-26
1867,송파KT,"서울특별시 송파구 신천동 29-1, 오피스빌딩 1층 2~4호",2021-09-10
2132,문정법조타운 한양타워,서울특별시 송파구 문정동 641-11 한양타워,2023-05-19
1694,송파마천사거리DT,서울특별시 송파구 마천동 43-1,2020-08-25
1556,목동파리공원,서울특별시 양천구 목동 907-18,2019-10-17
1420,등촌역,서울특별시 양천구 목동 602-2,2018-10-12
1408,목동행복한,서울특별시 양천구 목동 917-6 행복한세상,2018-08-28
1315,신정DT,서울특별시 양천구 신정동 981-15,2017-12-22
1254,목동역,서울특별시 양천구 신정동 900-10,2017-08-16
1113,목동오목로,서울특별시 양천구 목동 406-4 현대프라자,2016-09-22
1151,목동8단지,서울특별시 양천구 신정동 319-23 토피아빌딩,2016-12-21
957,오목교역,서울특별시 양천구 목동 404-13,2015-07-29
953,신월IC DT,서울특별시 양천구 신월동 205-49,2015-07-23
862,목동7단지,서울특별시 양천구 목동 923 세신비젼프라자,2014-11-28
625,목동5단지,서울특별시 양천구 목동 908-34 부영그린타운3차 1동 116호,2013-06-10
249,목동,서울특별시 양천구 목동 907-4 우성에펠타운(우성에펠타운빌딩),2004-07-23
190,현대목동,서울특별시 양천구 목동 916 현대하이페리온 (현대백화점 목동점 지하2층),2002-08-30
2166,목동SBS,"서울특별시 양천구 목동 920, 101호, 201호",2023-09-21
1679,목동트라팰리스,서울특별시 양천구 목동 962 목동트라팰리스,2020-07-28
1826,목동10단지,"서울특별시 양천구 신정동 324-7 대림아크로빌, 상가A동 101,101-1호",2021-06-28
1808,신월동DT,서울특별시 양천구 신월동 52-14,2021-05-28
1551,타임스퀘어R,서울특별시 영등포구 영등포동4가 442 타임스퀘어,2019-10-30
1495,샛강역,서울특별시 영등포구 여의도동 55-2,2019-05-08
1462,영등포역,서울특별시 영등포구 영등포동1가 143-3 영등포 J&amp;S,2019-01-24
1390,당산대로,서울특별시 영등포구 당산동6가 217-2,2018-06-26
1350,여의도IFC몰(L1)R,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 지하1층 178호,2018-03-20
1334,여의도KBS R,서울특별시 영등포구 여의도동 17-9,2018-01-24
1241,국회대로,서울특별시 영등포구 여의도동 14 B&B타워,2017-07-04
1147,영등포KT,서울특별시 영등포구 영등포동8가 35-1,2016-12-15
1141,여의도공원R,서울특별시 영등포구 여의도동 12 C.C.M.M빌딩,2016-12-22
1124,국회의사당역,서울특별시 영등포구 여의도동 17-3 삼환까뮤빌딩,2016-10-20
1037,여의도역R,서울특별시 영등포구 여의도동 23-6   1층,2016-02-17
1045,선유동이레빌딩,서울특별시 영등포구 양평동4가 2 이레빌딩,2016-03-24
892,동여의도,서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비(롯데캐슬IVY),2015-01-30
852,여의도ABL타워,서울특별시 영등포구 여의도동 45-21 알리안츠타워,2014-11-14
849,영등포신길,"서울특별시 영등포구 신길동 252-9, 1,2층",2014-10-30
851,문래역,서울특별시 영등포구 문래동3가 55-5 1~2층,2014-11-04
725,당산,서울특별시 영등포구 당산동6가 338-1,2014-01-27
723,여의도한양증권,서울특별시 영등포구 여의도동 34-11 한양증권,2014-01-24
701,여의도일신,서울특별시 영등포구 여의도동 15-15 1층 1,2013-12-12
73,하이테크시티,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,2007-06-25
153,여의도,서울특별시 영등포구 여의도동 23-9,2000-10-09
268,롯데캐슬여의도,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 1층 104호,2005-07-15
323,문래동,서울특별시 영등포구 문래동3가 77-1번지 대창타운빌 1층,2010-06-17
375,여의도호성,서울특별시 영등포구 여의도동 44-22 호성빌딩1층,2011-03-29
414,타임스퀘어B2,서울특별시 영등포구 영등포동4가 442번지 타임스퀘어 단지 지하2층,2011-07-04
329,영등포본동,"서울특별시 영등포구 영등포동3가 2-21, 2-28 우성타워",2010-07-22
295,타임스퀘어2F,서울특별시 영등포구 영등포동4가 442 타임스퀘어,2009-09-16
342,여의도의사당,서울특별시 영등포구 여의도동 13-19 국민의힘,2010-09-15
573,여의도IFC(1F),서울특별시 영등포구 여의도동 23 및 23-1 국제금융센터 TWO IFC 1층,2012-12-24
2282,여의도교직원공제회,서울특별시 영등포구 여의도동 35-3 한국교직원공제회관,2024-06-19
1874,여의도원센티널,서울특별시 영등포구 여의도동 23-2 여의도 신한투자증권타워 1층,2021-10-13
2444,여의도한강공원,서울특별시 영등포구 여의도동 85-1 한강버스 여의도선착장 3층,2025-08-06
1780,선유도역 1번출구,서울특별시 영등포구 양평동5가 64-1,2021-03-25
2468,여의도IFC몰(L2)STREET,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 IFC몰 L2 S15,2025-09-26
1968,영등포시장역,서울특별시 영등포구 영등포동7가 47-3 에즈파이낸스빌딩,2022-04-21
1770,영등포구청역,서울특별시 영등포구 당산동3가 393 외 2필지 1층,2021-03-05
1851,서울양평역,서울특별시 영등포구 양평동1가 247 영등포 중흥 S-CLASS,2021-08-19
1778,영등포시장교차로,서울특별시 영등포구 영등포동6가 1-14,2021-03-19
1762,더현대서울(B2)R,서울특별시 영등포구 여의도동 22 파크원,2021-02-24
2272,여의도브라이튼,"서울특별시 영등포구 여의도동 525 브라이튼 여의도, 1층",2024-05-29
2271,여의도TP타워,서울특별시 영등포구 여의도동 27-2,2024-05-29
1714,당산역사거리,서울특별시 영등포구 당산동5가 16-7,2020-09-29
2175,신풍역,서울특별시 영등포구 신길동 424-3,2023-08-30
1508,불광역,서울특별시 은평구 대조동 15-9 WB은평타워,2019-06-13
1336,구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,2018-02-02
1304,연신내역사거리,서울특별시 은평구 불광동 308-1 범서빌딩,2017-12-04
1179,연신내,서울특별시 은평구 갈현동 395-6,2017-02-28
951,구파발역,서울특별시 은평구 진관동 100-6,2015-07-23
775,은평구청입구,서울특별시 은평구 응암동 96-1 외 3필지 (은평로 170),2014-05-15
235,은평이마트,서울특별시 은평구 응암동 90-1,2005-10-11
529,구산역,서울특별시 은평구 대조동 224-14외 2필지,2012-06-29
2208,불광역8번출구,서울특별시 은평구 불광동 267,2023-11-10
2389,응암역2번출구,"서울특별시 은평구 역촌동 85-1, 102호",2025-03-28
1963,수색,서울특별시 은평구 수색동 30-2,2022-04-20
2088,새절역,서울특별시 은평구 신사동 338-4,2023-02-15
2087,더북한산,서울특별시 은평구 진관동 277-11,2023-02-15
2042,녹번역,서울특별시 은평구 녹번동 19-121 은평 미드스퀘어,2022-10-06
1956,진관DT,서울특별시 은평구 진관동 2-8 스타벅스진관DT,2022-04-05
2388,연신내역5번출구,서울특별시 은평구 대조동 198-4 유니온빌딩,2025-03-21
1472,연합뉴스,서울특별시 종로구 수송동 110 연합뉴스빌딩,2019-02-27
1429,혜화역,서울특별시 종로구 동숭동 1-31 동덕빌딩 1~2층,2018-11-06
1528,경희궁로,서울특별시 종로구 당주동 128-27 동원빌딩,2019-08-08
1622,강북삼성병원,서울특별시 종로구 평동 108-1외 19필지 강북삼성병원 C동 미래의학관 5층,2020-03-19
1427,종로평창동,서울특별시 종로구 평창동 182-11 나라빌딩,2018-10-31
1359,광화문우체국,서울특별시 종로구 서린동 154-1 광화문우체국,2018-04-10
1305,종로R,서울특별시 종로구 종로2가 6 종로타워,2017-12-20
1320,독립문역,서울특별시 종로구 교북동 126 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,2018-01-09
1333,정부서울청사R,서울특별시 종로구 적선동 156 광화문플래티넘,2018-01-22
843,북촌로,서울특별시 종로구 계동 101-14 1~3층,2014-10-21
836,종로수송,서울특별시 종로구 청진동 19 1~3층,2014-09-29
804,새문안로,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩(광화문오피시아),2014-06-30
791,안국,서울특별시 종로구 재동 109,2014-06-19
788,삼청동,서울특별시 종로구 삼청동 112,2014-06-12
189,적선,"서울특별시 종로구 적선동 66, 노스게이트빌딩 1층",2002-09-15
164,인사,서울특별시 종로구 인사동 39,2001-08-10
178,광화문,서울특별시 종로구 세종로 185-2 현대빌딩 (현대해상본사사옥 별관내),2002-02-25
142,성대입구,서울특별시 종로구 명륜3가 154-3 스타빌딩,2008-05-30
